Gujrati,marathi
"હળવી ગતિએ દરવાજા તરફ વળીને, પપ્પાને ધીમા અવાજે કહ્યું, ""હું થોડી વાર માટે બહાર જઈશ, ડિનર ફ્રિજમાં છે."" કોઈ જવાબ ન મળ્યો. સમજાયું. સામાન્ય રીતે તેમને મારો અવાજ સંભળાઈ જાય છે, અને તે કદાચ બરાબર જ હશે. ધીમે-ધીમે મારી પાછળનો દરવાજો બંધ કર્યો. દરવાજો પૂરો બંધ થતાં મેં બીજો શ્વાસ છોડ્યો. લગભગ ભૂલથી, મેં મારો હાથ ઠંડા, ધાતુના સ્કૅનર પર મૂક્યો જે દરવાજાને લૉક કરે છે. જો આ અપાર્ટમેન્ટમાં કંઈ પણ હતું, તો તે અડ્વાન્સડ ટેક્નોલોજી હતી, પણ આમ જોવા જાઓ તો, મોટાભાગની જગ્યાએ નોંધપાત્ર ટેક્નોલોજી હતી, કોઈએ અન્ય કોઈ અલગ ટેક્નોલોજીનો ઉપયોગ કર્યાને તો ઘણો સમય થઈ ગયો છે.","मी दरवाजाजवळ अगदी सावकाश गेलो, बाबांना हळू आवाजात हाक मारली.""मी थोडावेळ बाहेर जात आहे, रात्रीचे जेवण फ्रीजमध्ये आहे."" काहीच प्रतिसाद नाही. तथापि, ते सहसा माझे ऐकतात, म्हणून कदाचित ते ठीक असतील. हळूच माझ्या मागे दार बंद करून, दार पूर्णपणे बंद झाल्यामुळे मी आणखी एक सुस्कारा सोडला. जवळजवळ विसरुन, मी दार बंद करणाऱ्या थंड, मेटल स्कॅनरवर हात ठेवला. या अपार्टमेंटमध्ये काही असेल तर ते प्रगत तंत्रज्ञान होते, परंतु तरीही; बऱ्याच ठिकाणी उल्लेखनीय तंत्रज्ञान होते – कोणीही इतर कोणतेही वेगळे तंत्रज्ञान वापरून बराच काळ लोटला होता."
"ઘણા લાંબા સમયથી બાકી એવું મારું ચાલવાનું ઠંડી, વરસાદવાળી રાતમાં થયું -મ્યૂટેશનથી ભાગીને, અથવા નસીબજોગે બચી ગયેલા લોકો માટે પાલ્ટ્રિકસ શહેરમાં ફરવું એ સન્માન જેવુ હતું. શહેરની રાત સુંદર હતી, હજારો વર્ષોથી જીવંત રહેલા તારાઓથી પ્રકાશિત હતી. દૂર રહેલું આટલું વિશાળ આકાશ ઘણી એકલવાયી જગ્યા હશે. પાલ્ટ્રિકસ એક સરસ જગ્યા હતી, પરંતુ તે રહેવાના વૈભવી સ્થળ કરતાં પાંજરા જેવું વધારે લાગતું હતું. ઈગ્નિયેટના કારણે, અપાર્ટમેન્ટ, ઘરો અને રહેવાસીઓને રહેવા માટે સક્ષમ અન્ય કોઈ પણ ઈમારતોથી છલોછલ ભરેલા હતા, મોટાભાગની ઇમારતો સેંકડો માળ ઊંચી હતી. આ ખનીજ એ ટેક્નોલોજી અને સ્થાપત્ય માટે એક મહત્વપૂર્ણ ઘટક હતું જેણે આપણા જીવનનો પાયો લંબાવ્યો. સામાન્ય લોકો આ ખનીજ વિષે બહુ ઓછું જાણે છે, મુખ્યત્વે તેનું કારણ એ છે કે ઘણી બધી માહિતી છુપાવેલી છે.","थंड, पावसाळी रात्र माझ्या प्रदीर्घ मुदतीनंतर चालत आली– पॅल्ट्रिकस शहराचा शोध घेणे हे उत्परिवर्तनातून सुटलेल्या किंवा शुद्ध नशिबाने सुरक्षित राहिलेल्यांसाठी एक विशेषाधिकार होता. शहराची रात्र सुंदर होती, जी हजारो वर्षांपासून जिवंत असलेल्‍या दोलायमान तारकांनी प्रकाशित होती. ते दूरच्‍या आकाशात एकटे असावेत. पॅल्ट्रिकस एक छान जागा होती, परंतु राहण्‍याच्‍या आलिशान ठिकाणापेक्षा ती पिंजरा असल्‍यासारखी भासली. अपार्टमेंट, घरे आणि अन्‍य इतर इमारतींनी गजबज असलेले, ज्‍यामध्‍ये रहिवाशी राहू शकतील, बहुतेक इमारती शेकडो मजली उंच होत्‍या; इग्निअ‍ॅटचे आभार. तंत्रज्ञान आणि आर्किटेक्चरला शांत करणारे खनिज हे एक उत्‍तम खनिज असून आमच्‍या जीवनाचा पाया उंचावला. तथापि, या खनिजाबद्दल लोकांना फारच कमी माहिती आहे, मुख्यतः कारण ते अत्यंत गुप्त ठेवले आहे."
"અશાંતિભર્યા વિચારોમાંથી પોતાને દૂર કરીને, મેં મારી મનગમતી કૉફીની જગ્યાએ જવાનું પસંદ કર્યું, મોટા ભાગના લોકો આ ટાળતા હોય છે કારણ કે આ વિસ્તારમાં એક ગાબડું - એટલે કે વાઇરસથી ચેપ લાગેલી વ્યક્તિ હોવાની અફવા હતી. મને ક્યારેય આ વાતની ચિંતા નહોતી. જીવનભર મારું નસીબ મારો સાથ આપતું રહ્યું છે, ઉપરાંત માલિક એક સારા વ્યક્તિ છે. મોડી રાત્રે માત્ર વાતચીત અને ચૅટ કરવાના બદલામાં મફત કૉફી કોણ આપે?","अस्‍पष्‍ट विचारांमधून स्‍वत:ला दूर ठेवताना, मला माझा आवडता कॉफी स्‍पॉट सापडला; बहुतेक लोक तो टाळतात कारण अफवा पसरवल्या जातात की या भागात काही दोष आढळला आहे, ज्याला समाज विषाणूने संक्रमित झालेले लोक म्हणून संबोधतो. अशाने मी कधीही विचलित होत नाही, माझ्या संपूर्ण आयुष्‍यात माझे नशीब जोरदार होते, तसेच मालक खूपच भला माणूस होता. रात्री उशिरापर्यंतच्या गप्पा आणि गप्पांच्या बदल्यात मोफत कॉफी कोण सोडणार?"
"અંદર જતાં જ, એક મોટા અવાજવાળી રીંગે મારી વ્યથા દૂર કરી દીધી જ્યારે તાજી ઉકાળેલી કૉફીની સુગંધ મારા ફેફસામાં ભરાઈ ગઈ. કાઉન્ટર પાછળ ઊભેલી વ્યક્તિ ખરેખર જ - એન્ટોન, દુકાનનો માલિક, હતો - પાછળ થોડા લોકો સિવાય તે જગ્યા મોટે ભાગે ખાલી જ હતી. કાઉન્ટરની નજીક પહોંચતા, લાંબી ચાલ પછી થાકેલા પગોથી, હું બગાસું ખાતા-ખાતા એક ખુરશી પર બેઠો. એન્ટનને રેગ્યુલર કૉફી લાવતા જોઈને મને આનંદ થયો. ""હાય લિલિથ, બહુ લાંબી રાત છે, કેમ?"" તેનો કર્કશ અવાજ મારા મગજમાં ગુંજી રહ્યો હતો, ""હા, લાગે તો છે"", મેં થાકી ગયેલા અવાજમાં જવાબ આપ્યો.","आत चालत असताना, एका मोठ्या आवाजाने माझी अस्‍वस्‍थता दूर केली कारण ताज्‍या कॉफीचा सुगंध माझ्या फुप्‍फुसात भरला होता. अँटोन, जो दुकानाचा मालक होता, तो अर्थातच गल्ल्याच्या मागे असलेला माणूस होता– मागच्‍या काही लोकांशिवाय जागा जवळजवळ रिकामी होती. गल्‍ल्‍याजवळ आल्‍यावर, लांब चालल्‍यामुळे माझ्या पायांना थकवा जाणवत होता, मी एका स्‍टुलावर बसलो आणि जांभइ दिली. माझ्या लक्षात आले की अँटोन नेहमीप्रमाणे काहीतरी घेऊन येत होता. मी अँटोनला बोलताना ऐकले. “हे लिलिथ, खूप काम आहे का?” त्‍याचा कर्कश आवाज माझ्या मेंदुच्‍या भग्‍न भागात प्रतिध्‍वनित झाला, “असंच काहीतरी,” मी उथळ आवाजात उत्तर दिलं, प्रत्येक सेकंदाने अधिकच थकलो होतो."
"મારો થાક દૂર કરવા તૈયાર થઈને મેં મારા આગળ મૂકેલી કોફીના થોડા ઘૂંટ ભર્યા. ""તે જોયા પછી ધંધામાં હજી પણ મંદી છે..?"" મેં શાંતિથી વાત કરી, જેથી એન્ટનના યુનિટના બાકીના ગ્રાહકો ડરી ન જાય. ગ્લાસને કપડાંથી સાફ કરતાં, તેણે માથું હલાવ્યું - તકનીકી રીતે આ જગ્યા એક બાર છે, પણ અહીં આવવાનો મારો મકસદ પીવા માટેનો ક્યારેય નહોતો. પાછળથી થોડો ગણગણાટ સંભળાયો, પણ મારી અને એન્ટનની આજની મોટાભાગની વાતચીત ટૂંકી રહી. એને નાનકડું અલવિદા કહીને, પહેલાં કરતાં થોડા વધુ જોમ સાથે; મેં દુકાન પણ છોડી દીધી.","माझा थकवा दूर करण्यासाठी मी माझ्यासमोर ठेवलेल्या कॉफीचे काही घोट घेतले. ""त्या दृश्यानंतरही धंदा बंद आहे..?"" अँटोनच्या युनिटमधील उरलेल्या ग्राहकांना न घाबरवण्याचा प्रयत्न करत मी शांतपणे म्हणालो. त्याने होकार दिला, कपड्याने ग्लास पुसून स्वच्छ केले – हे ठिकाण तांत्रिकदृष्ट्या एक बार आहे, परंतु मी ड्रिंक करण्‍यासाठी कधीही आलेलो नाही. मागून काही कुजबुज ऐकू येत होती. नेहमीपेक्षा माझ्यातील आणि अँटोनमधील संभाषण आज थोडे संक्षिप्‍त होते. त्‍याला हलकेच गुडबाय करून, आधीपेक्षा अधिक उत्साहाने मी दुकानातून निघालो."
"અંધારા રસ્તાઓ પર રાત્રે મોડે સુધી ફરવું સામાન્ય રીતે સારો વિકલ્પ નથી, પણ સાચું કહું તો, તે સાંકળા અને નાના અપાર્ટમેન્ટમાં રહેવા કરતાં વધુ સારું હતું. મોટાભાગે તમે તમારા મ્યુઝિક કરતાં પણ વધારે પડોશીઓને સંભોગ કરતા સાંભળી શકતા હતા. એક ઊંડો નિશ્વાસ લઈને, મેં આગળ ચાલવામાં ધ્યાન આપ્યું- હું કદાચ AIના પૉનશોપ તરફ જઈશ; માત્ર તે જ એક એવી જગ્યા છે જ્યાં મને સમય પસાર કરવા માટે થોડુંક મજેદાર જંક મળે છે. પાછળથી આવતો પગરવ સાંભળતા જ મને પસ્તાવો થવા લાગ્યો. બની શકે કે હું કંઈક વધારે જ વિચારું છું, પણ જે લોકો લૂંટાવા કે માર ખાવા માગતા ન હોય તેઓ આ વિસ્તારમાં ફફરકતાં જ નથી. તે તેના માફિયા અને ગેંગ ઍક્ટિવિટી માટે જાણીતું હતું...","रात्री उशिरा अंधाऱ्या रस्त्यावर फिरणे हा सहसा सर्वोत्तम पर्याय नव्हता, परंतु खरं सांगायचं तर त्या कोंदट अपार्टमेंटमध्ये राहण्यापेक्षा ते चांगले होते; तुम्‍ही तुमचे संगीत ऐकण्‍यापेक्षा शेजारी लैंगिक संबंध करत असतानाचे आवाज ऐकणे अनेकदा नरकासारखे भासते. मी चालत चालत माझ्या भानावर आलो- मी विशेष करून माझा मार्ग अलच्‍या पॉनशॉपकडे वळवला; असे एकमेव ठिकाण जे अस्‍ताव्‍यस्‍त असूनही मला वेळ घालवायला मजेशीर वाटते. जेव्हा मी मागून पावलांचा आवाज ऐकला तेव्हा मला लगेच पश्चात्ताप झाला, कदाचित मी यावर जास्‍त विचार करत असेन, परंतु या ठिकाणी असे कोणीही फिरकत नाही, जोपर्यंत त्‍यांना कोणावर हल्‍ला करायचा नाही किंवा मारायचे नाही. हे त्‍यांच्‍या माफिया आणि गँग कारवायांसाठी प्रसिद्ध आहे."
"શું આ રમૂજી નથી? અમારી પાસે અડધું માનવબળ બાકી છે, અને અમે એકબીજાને નુકસાન પહોંચાડવામાંથી બહાર નથી આવતા. મેં ઝડપથી આગળ વધવાનું નક્કી કર્યું. AIની દુકાન ત્યાં નજીકમાં જ હતી, એટલે અંદર હું સલામત રહીશ. પાછળ એક નજર નાખતા જ મને ખાતરી થઈ કે કોઈ મારો પીછો નથી કરી રહ્યું અને ""એલ્બોર્ન પૉનશોપ!"" લખેલા એક તેજસ્વી પ્રકાશિત સાઇનની નીચે મેં ઊભા રહેવાનું નક્કી કર્યું. ધીમા પગલે, ફરી એકવાર દાખલ થઈને મેં જોયું કે-આ જગ્યા વધુ ગોપનીય હતી, કારણ કે એલ્બોર્ન ઘણીવાર એવા લોકોને લઈ જતા જેઓ મ્યુટેટ થઈ ગયા હતા અને પાલ્ટ્રિકસમાં ઘૂસાડી દેવાયા હતા. દરવાજો ખોલતા જ લાઇટ બંધ થઈ ગઈ. રસપ્રદ રીતે ત્યાં કોઈ Al નહોતો. કોઈ શરણાર્થીઓ નહીં હતા. કંઈ જ નહીં હતું. અહીં કંઈક તો ખોટું હતું.","ते मजेशीर नाही का? आमच्‍याजवळ अर्धेच मनुष्‍यबळ शिल्‍लक आहे आणि आम्‍ही एखाद्याला दु:ख देण्‍यापासून देखील रोखू शकत नाही. मी पटकन वेग वाढवला, अलचे घर कोपऱ्यात होते, त्यामुळे मी आत बरा असेन. मागे वळून पाहताना मला खात्री पटली की आता कोणीही माझा पाठलाग करत नाहीये कारण मी एका तेजस्वी चकाकत्या चिन्हासमोर उभा होतो ज्यावर लिहिले होते, ""अल्‍बोर्नचे पॉनशॉप!"" सावकाश पावलांनी मी पुन्हा आत गेलो - ही जागा अधिक लपलेली होती, कारण अल्बोर्न अनेकदा त्याच्यासोबत असे लोक घेऊन जायचे जे उत्परिवर्तित होऊन पॅल्ट्रिकसमध्ये गेले. दार उघडल्यावर, दिवे बंद होते, विशेष म्हणजे तेथे अल नव्हता. तेथे निर्वासित नव्हते. काहीही नाही. येथे काहीतरी बरोबर नव्हते."
"છુપાઈને મેં દુકાનના પાછળના ભાગ તરફ આગળ વધવાનું નક્કી કર્યું, ઘોંઘાટ અને વાતોનો અવાજ ધાતુની જાળીની બહાર સંભળાયો, જેને તોડવા માટે થોડું જોર લગાવવું પડ્યું. વેન્ટમાં ચઢવું મારા માટે અત્યારે સૌથી સુરક્ષિત એને શાંતિમય વિકલ્પ હતો; હું ચઢીને, વિચિત્ર કપડાં પહેરેલા પુરુષો વચ્ચેની વાતચીત એને વાટાઘાટો સાંભળી શકીશ. મેં જોયું કે AI અંદરથી સાંકળમાં બંધાયેલો હતો. અંતે એ પકડાઈ જશે એવો અંદાજ હતો.","मी शांतपणे दुकानाच्या मागच्या दिशेने गेलो, मला धातूच्या जाळीच्या मागून काही कुजबुजणे आणि बोलणे ऐकू येत होते, जे काढण्यासाठी काही खेचले गेले. व्हेंटमध्ये चढणे हा माझ्यासाठी सध्याचा सर्वात सुरक्षित आणि शांत पर्याय होता; माझ्या वाटेवर चढताना, मला विचित्र कपडे घातलेल्या पुरुषांमधील संभाषणे आणि संवाद ऐकू आले. अल आतमध्ये साखळदंडांनी बांधलेला मला दिसला. मला वाटलेच होते की तो शेवटी पकडला जाइल."
"એલ્બોર્ન એક સારો માણસ હતો, પરંતુ આ ગંભીર લાગતું હતું. મારે કોઈના માટે જોખમ નહીં લેવું હતું, ખાસ કરીને જ્યારે તેઓ શહેરની દરેક સત્તા સાથે મુશ્કેલીમાં મુકાઈ ગયા હોય. તેમ છતાં, હજી પણ મારી લાગણી બદલાઈ નહીં. હળવો નિશ્વાસ છોડતાં, મેં ધીમે ધીમે નીચેની જાળીમાંથી બહાર નીકળવાનું નક્કી કર્યું, ત્યાં નીચે એક શાંત ઓરડો હતો. ""શશશ... AI. AI!"" મેં ધીમા અવાજે કહ્યું. તેના જવાબ ન આપવાના કારણે મેં નરમ અવાજમાં કહ્યું, ""લિલિથ? તમે અહીં શું કરી રહ્યાં છો? જતાં રહો, નહિંતર આ તમને પકડી લેશે.""","अल्‍बर्न एक चांगला माणूस होता, पण तो गंभीर दिसत होता. कोणाच्याही नाकावर टिच्चून जाण्याची गरज नाही, विशेषत: जेव्हा असे दिसते की ते शहरातील प्रत्येक अधिकाऱ्याशी अडचणीत सापडले आहेत. तरीही, मी अजूनही ती भावना दूर करू शकलो नाही. एक शांत उसासा टाकून मी हळूच खाली जाळी उतरून शांत खोलीत पडलो. ""Psst. अल. अल!"" मी कुजबुजलो, त्‍याने प्रतिसाद न दिलेल्‍या मी कुजबुजलो, हलकासा ओरडलो. ""लिलिथ?"" तू इथे काय करत आहेस? तुला निघून जावं लागेल, तो तुला पकडेल."
"અરે નહીં, મેં ચૂપચાપ પોતાને કહ્યું. તેના હાથની આસપાસ વીંંટળાયેલી સાંકળોનું તાળું તોડવાનો પ્રયત્ન કરતા, અવાજો અમારી જગ્યાની નજીક આવવા લાગ્યા, પગલાંઓના અવાજ વધારે સ્પષ્ટ થતાં ગયા. ""જલ્દી કરો! વેન્ટમાં પાછા આવો, અને ભાગી જાઓ. પાછા ન આવતા. જો આપણે ફરીથી મળીશું, તો આ શહેરમાં નહીં."" તેણે ઉતાવળમાં કહ્યું, તેનો ચિંતામય ચહેરો જોઈને મને કોઈ સાંત્વના ના મળી. તેમની સલાહ સાંભળીને વધુ સમય રોકાવાની મારી હિંમત ન થઈ. ધિક્કાર છે, AI. મેં વેન્ટમાંથી બહાર નીકળીને ઝડપથી તેના માટે દોડવાનું નક્કી કર્યું; આવા અનમોલ મિત્રને ગુમાવવાનુ થોડું દુ:ખ થયું. શું તેઓ તેને...બીજા શહેરમાં ખસેડી રહ્યાં હતા? મારા થોડા વિખરાયેલા મગજમાં ઘણી બધી વાતો ચાલી રહી હતી, અને જેમાંથી મોટા ભાગે ગુસ્સો હતો પણ દુ:ખ લાગતું હતું. બહારના શહેરો પર મેં અનેક પ્રકારના સંશોધનો કર્યા, અને સંક્રમિતોની રાજધાની, અલ્કટ્રાઝ, જેને તેમણે જેલના નામ પરથી નામ આપ્યું હતું- મારા વાંચવા મુજબ આ નામ તેને બરાબર બંધબેસે છે. અસંક્રમિત લોકોએ સંક્રમિતોની જમીન સાથે જોડાતી બાકીની બધી જમીનને અલગ કરી દીધી હતી, તે...બહુ દુ:ખદ હતું.","काही हरकत नाही, मी मनातल्या मनात सांगितले. आवाज आमच्या ठिकाणाजवळ आला, त्याच्या हातातील साखळ्या उघडण्याचा प्रयत्न करत असताना हळू हळू पावलांचा आवाज अधिकच मोठा होत होता. ""घाइ करा! परत वेंटमध्ये जा आणि निघून जा. परत येऊ नका. आपण पुन्हा भेटलो तर या गावात नाही."" तो चटकन म्हणाला, त्याच्या चेहऱ्यावरच्या भीतीमुळे माझी अस्वस्थता अजिबात कमी झाली नाही. त्याचा सल्ला ऐकून मी स्वत:ला जास्त वेळ राहण्यास भाग पाडू शकत नाही. धिक्कार असो, अल. वेंटमधून बाहेर पडल्यावर मी पटकन धावलो; असा अमूल्‍य मित्र गमावणे काहीसे दु:ख देते. त्‍यांनी त्‍याला अन्‍य शहरात हलवले होते का? माझ्या किंचित विखुरलेल्या मनात अनेक गोष्टी चालू होत्या आणि त्यातल्या बहुतेक गोष्टी रागाच्या पण दुःखी होत्या. मी दूरवरची शहरे आणि संक्रमितांची राजधानी अल्काट्राझ यावर बरेच संशोधन केले, ज्याला त्यांनी तुरुंगाचे नाव दिले. मला वाटले की माझ्या वाचनामुळे हे नाव खूपच योग्य आहे. बदल न केलेल्‍या गोष्‍टींचा उल्‍लेख न करणे म्‍हणजे संक्रमित जमिनीसोबत यापुढे कनेक्‍ट न राहणे दु:खद आहे."
"ઘર સુધીનો રસ્તો શાંત પણ ઘોંઘાટિયો હતો. પરંતુ મનમાં વિચારોનો અવાજ ખૂબ ઊંચો હતો, અને મદદ કરવા માટે ન રોકાવાનો અફસોસ વારંવાર મનમાં આવતો રહ્યો. વાદળોમાંથી થતાં ધડાકા અને ભયંકર અવાજો વચ્ચે ચાલીને, છેવટે હું ઘરે પહોંચ્યો, આંખોમાં લગભગ આંસુ આવી ગયા હતા, વીજળીના કડાકા કોઈ પણ વ્યક્તિને ડરાવવા માટે પૂરતા હતા. પપ્પા પહેલેથી જ સોફા પર સૂઈ ગયા હતા, અને કોઈ જૂની ફિલ્મ ચાલતી હતી, કદાચ 10-12 વર્ષ જૂની; હું થાકીને શાંતિથી મારા રૂમમાં પાછો વળ્યો. પલંગ પર પડતાં, હું લાંબા સમય સુધી મારી આંખો ખુલ્લી ના રાખી શક્યો. મારી આંખો થોડા જ સમયમાં બંધ થઈ અને હું સૂઈ ગયો.","घरी शांतपणे पोहचत असलो, तरी मनात खूप वादळ सुरू होते. माझ्या मेंदुमध्‍ये निरनिराळे विचार उसळत होते आणि मदतीला न राहिल्‍याची खंतही अनेक वेळा उमटत होती. मी शेवटी घरी पोचलो, वर ढगातून येत असलेल्‍या आवाजाच्‍या चालीमुळे अश्रू जवळजवळ अनावर झाले होते, गडगडाटी आवाज कधी कधी कुणालाही घाबरवायला पुरेसा असतो. बाबा आधीच झोपायला निघून गेले होते, काही जुना चित्रपट पुन्हा चालवला जात होता, कदाचित 10-12 वर्षांचा असेन; उसासा टाकत मी शांतपणे माझ्या खोलीत गेलो. अंथरुणावर पडून राहिल्याने मी जास्त वेळ डोळे उघडू शकलो नाही. काही वेळातच मला झोप लागली."
વિસ્ફોટ,भडका
"19મી જાન્યુઆરી, 2:34 PM, 2543.","19 जानेवारी, 2:34 PM, 2543."
"દિવસો આટલા ઝડપથી વીતી ગયા કે મને ખબર પણ ન પડી. તેઓ એલ્બોર્નને લઈ ગયા, એ વાતને થોડા દિવસો થઈ ગયા હતા - કયાં લઈ ગયા એની ખબર તો નથી, પણ મને ખબર છે કે તેને ક્યાંક તો લઈ જવામાં આવ્યો છે. તે લોકોએ પહેરેલા કપડાં ક્યાંક તો જોયા છે એવું લાગતું હતું, પણ પહેલીવારમાં એને ઓળખી શકું એ શક્ય નહોતું. હાંફીને, મેં સામેના સિસ્ટમ પર હાથ મૂક્યો, જેમાંથી એક લાલ અને જાંબલી ચમક દેખાઈ - હું સુરક્ષા હૅક કરી શકું છું, તે જગ્યા દૂર નથી, અને મને શંકા છે કે તેઓએ કોઈક ખાસ સાવચેતી રાખી હશે...કદાચ આવું ન કરવું જોઈએ. તેમ છતાં, બધી નૈતિકતાને નેવે મૂકીને, મારી આંગળીઓ મારી જાણ બહાર આગળ વધી અને અનેક સ્ક્રીનો ખોલી નાખી; વાહ, હું ખરેખર જોરદાર છું. હું કેટલીક વેબસાઇટ પર પ્રખ્યાત છૂં, અને લોકો મને ""રેઇથ"" તરીકે ઓળખતા હતા. જે ખૂબ જ આકર્ષક નામ હતું. હકીકતમાં, કોઈ પણ સાઈટ પર મારુ નામ WR417H છે, પણ મને લાગે છે કે આ નામ લોકોએ જ આપેલું છે.","मला समजण्‍याच्‍या आधीच दिवस भराभर सरकत होते. अल्बोर्नला घेऊन गेले काही दिवस झाले आहेत - मला काही सुगावा नाही, पण मला माहित आहे की त्याला कुठेतरी नेले आहे त्‍याचा पोशाख ओळखीचा वाटत होता, परंतु मी ते पहिल्‍या प्रयत्‍नात शोधून काढू शकलो नाही. उसासा टाकत, मी माझा हात माझ्यासमोरील लाल आणि पिवळ्या रंगाचा प्रकाश बाहेर टाकत असलेल्‍या सिस्‍टमवर ठेवला – मी ती सुरक्षा भेदू शकतो, ती जागा फार दूर नाही आणि मला शंका आहे की त्‍यांनी अशाच उपाययोजना केल्‍या आहेत. कदाचित मी ते करू नये. अर्थात, सर्व नैतिकतेच्‍या विरोधात होत होते, पण माझ्या नकळत माझी बोटे हलली. अनेक पडदे खेचले गेले; देवा मी चांगला आहे. मी काही संकेतस्‍थळांवर खूप लोकप्रिय होतो, ते मला “WRAITH” म्‍हणून संबोधतात. जे एक अतिशय आकर्षक नाव होते. कोणत्‍याही साइटवर माझे नाव WR417H आहे, परंतु मला असे वाटते की लोकांना तेच नाव आवडते."
"મારા મોબાઈલ ડિવાઇસ પર સર્વેલન્સ સેટ કરીને, મેં દરેકને ધ્યાનથી જોયું. કંઈ જ નહીં હતું. એવું લાગતું હતું કે તેઓ ક્યારેય ત્યાં નહોતા. તેનો કોઈ અર્થ જ નથી. કૅમેરામાં કડક સુરક્ષા હતી, અને તે પણ રિમોટ ઍક્સેસ હોવા છતાં. કેવી રીતે? આહ. મેં ગુસ્સામાં ઊભા રહેવાનું નક્કી કર્યું, મારા મગજમાંથી અમુક વિચારોને કાઢીને - ફરી મારું કામ ચાલુ કરી દીધું, જૂતાં પહેરી લીધા, ચાવી લઈ લીધી અને બહાર નીકળવાનું નક્કી કર્યું. ""હું થોડા જ સમયમાં પરત આવીશ, પપ્પા."" મૌન. ગમે તે હોય, તે મોટેભાગે જવાબ આપતા નથી. તે કદાચ મારા કરતાં પણ વધારે કોઈ મહત્વપૂર્ણ કાર્ય કરવામાં વ્યસ્ત હશે.","मी माझ्या मोबाइल डिव्‍हाइसवर पाळत ठेऊन होतो, मी प्रत्‍येकाकडे लक्षपूर्वक पाहिले. काहीच नाही! जणू ते तिथे कधीच नव्‍हते. त्‍यात काहीही अर्थ नाही. अगदी दूरस्‍थ प्रवेश असतानाही छायाचित्र यंत्राची कडक सुरक्षा होती. कसे? मी रागाने उभा राहिलो, माझ्या डोक्‍यातून काही विचार काढण्‍यासाठी तयार होतो. मी माझा मार्ग काढला होता, पायात जोडे सरकवले आणि माझ्या चाव्‍या घेतल्‍या, ""बाबा, मी लवकरच परत येइन."" सगळीकडे शांतता होती. काहीही झाले तरी ते सहसा प्रतिसाद देत नाहीत, तरीही ते माझ्यापेक्षा अधिक महत्‍त्‍वाचे काहीतरी करण्‍यात व्‍यस्‍त होते."
"ઝટકાની સાથે, જ્યારે મેં અપાર્ટમેન્ટમાંથી બહાર ઝંપલાવ્યું ત્યારે મને લાગ્યું કે મારા કરોડરજ્જુમાં કંપારી આવી રહી છે; અજીબ લાગી રહ્યું હતું. લાગણીને અવગણીને, થોડી તપાસ કરવા માટે AI તરફ જવા પોતાને મનાવ્યું, પણ મારા પગ એન્ટોનના નાના બાર તરફ આગળ વધ્યા - તે બહુ શાંત જગ્યા હતી, અને મને ચોક્કસપણે કોઈની સાથે વાત કરવાની જરૂર હતી. બારટેન્ડરથી સારું કોણ હોઈ શકે, જેનો તમારી ઉપર કંઈક ઉધાર બાકી હોય?","अपार्टमेंटमधून बाहेर पडताना मला धक्का बसला आणि माझ्या मणक्यातून एक विचित्र थरथर वाहत असल्याचे जाणवले. या भावनेकडे दुर्लक्ष करून, मी थोडी चौकशी करण्यासाठी अल च्या दिशेने निघालो, परंतु माझे पाय अँटोनच्या लहान बारकडे वळले - खूपच शांत जागा होती आणि मला नक्‍कीच कुणाशीतरी बोलायचे होते. तुम्हाला काहीतरी देऊ इच्छित असलेल्या बारटेंडरपेक्षा कोण चांगला असू शकतो?"
